Subject,,,,,,,,,
,Course No,Name,GenEd,Major 1,Pre req,,,,
,110,Elementary Catalan I,,,,,,,
Catalan,120,Elementary Catalan II,,,,,,,
Catalan,246,Intensive Intermediate Catalan,,,,,,,
Catalan,311,Advanced Intermediate Catalan,,,,,,,
Catalan,321,Catalan Culture,,,,,,,
Catalan,378,Catalan Phonetics,,,,,,,
Catalan,397T,Special Topics- Catalan Youtube,,,,,,,
Catalan,496,Independent Study,,,,,,,
Catalan,520,Old Catalan Literature,,,,,,,
Catalan,521,Modern Catalan Literature,,,,,,,
,,,,,,,,,
,,,,,,,,,
Civil and Environmental Engineering,121,Introduction to Civil and Environmental Engineering Measurements,,,,,,,
Civil and Environmental Engineering,211,Perspectives on the Evolution of Structures,SI,,,,,,
Civil and Environmental Engineering,240,Statics,,,,,,,
Civil and Environmental Engineering,241,Strength of Materials I,,,,,,,
Civil and Environmental Engineering,241A,Strength of Materials LAB,,,,,,,
Civil and Environmental Engineering,244,Programming for Civil Engineers,,,,,,,
Civil and Environmental Engineering,250,"Thermodynamics, Heat Transfer and Energy Systems",,,,,,,
Civil and Environmental Engineering,260,Probability & Statistics in Civil Engineering,,,,,,,
Civil and Environmental Engineering,270,Systems Analysis & Economics for Civil Engineers,,,,,,,
Civil and Environmental Engineering,275,AutoCAD in Civil Engineering,,,,,,,
Civil and Environmental Engineering,290B,History & Heritage of Civil & Environmental Engineering,,,,,,,
Civil and Environmental Engineering,310,Transportation,,,,,,,
Civil and Environmental Engineering,320,Soil Mechanics,,,,,,,
Civil and Environmental Engineering,331,Structural Analysis,,,,,,,
Civil and Environmental Engineering,357,Elementary Fluid Mechanics,,,,,,,
Civil and Environmental Engineering,370,Introduction to Environmental and Water Resources Engineering,,,,,,,
Civil and Environmental Engineering,397M,Special Topics- Brazil Scientific Mobility Program,,,,,,,
Civil and Environmental Engineering,410,Public Transportation Systems,,,,,,,
Civil and Environmental Engineering,411,Traffic Engineering,,,,,,,
Civil and Environmental Engineering,418,Intelligent Transportation Systems,,,,,,,
Civil and Environmental Engineering,421,Foundation Engineering,,,,,,,
Civil and Environmental Engineering,423,Engineering Geology,,,,,,,
Civil and Environmental Engineering,432,Advanced Structural Analysis,,,,,,,
Civil and Environmental Engineering,433,Design of Reinforced Concrete Structures,,,,,,,
Civil and Environmental Engineering,434,Design of Steel Structures,,,,,,,
Civil and Environmental Engineering,450,Highway Location and Geometric Design,,,,,,,
Civil and Environmental Engineering,455,Spatial Analysis for Civil Engineers,,,,,,,
Civil and Environmental Engineering,462,Water Resources Engineering and Sustainability,,,,,,,
Civil and Environmental Engineering,469,Water Supply and Wastewater Collection,,,,,,,
Civil and Environmental Engineering,470,GIS for Engineers,,,,,,,
Civil and Environmental Engineering,471,Water and Wastewater Systems,,,,,,,
Civil and Environmental Engineering,473,Groundwater,,,,,,,
Civil and Environmental Engineering,476,Solid and Hazardous Waste Management,,,,,,,
Civil and Environmental Engineering,485,Civil & Environmental Engineering Construction Methods and Materials,,,,,,,
Civil and Environmental Engineering,490A,Sustainable Aspects of CE-ENGIN Design,,,,,,,
Civil and Environmental Engineering,497M,ST-Public Works Engineering and Management,,,,,,,
Civil and Environmental Engineering,509,Transportation System Analysis,,,,,,,
Civil and Environmental Engineering,510,Public Transportation Systems,,,,,,,
Civil and Environmental Engineering,511,Traffic Engineering,,,,,,,
Civil and Environmental Engineering,515,Pavement Design,,,,,,,
Civil and Environmental Engineering,516,Transportation Design,,,,,,,
Civil and Environmental Engineering,518,Intelligent Transportation Systems,,,,,,,
Civil and Environmental Engineering,520,Traffic Flow Theory and Simulation I,,,,,,,
Civil and Environmental Engineering,521,Traffic Flow Theory and Simulation II,,,,,,,
Civil and Environmental Engineering,523,Ground Improvement and GeoConstruction,,,,,,,
Civil and Environmental Engineering,525,Geotechnical Site Investigations,,,,,,,
Civil and Environmental Engineering,527,Earthquake Engineering,,,,,,,
Civil and Environmental Engineering,535,Matrix Analysis of Structures,,,,,,,
Civil and Environmental Engineering,536,Advanced Topics in Reinforced Concrete Design,,,,,,,
Civil and Environmental Engineering,540,Strength of Materials II,,,,,,,
Civil and Environmental Engineering,541,Structural Dynamics,,,,,,,
Civil and Environmental Engineering,542,Advanced Topics in Steel Design,,,,,,,
Civil and Environmental Engineering,549,Structural Stability,,,,,,,
Civil and Environmental Engineering,550,Introduction to Bridge Engineering,,,,,,,
Civil and Environmental Engineering,560,Hydrology,,,,,,,
Civil and Environmental Engineering,561,Open Channel Flow & Coastal Hydraulics,,,,,,,
Civil and Environmental Engineering,565,Environmental Institutions and Policies,,,,,,,
Civil and Environmental Engineering,570,ST-Geographic Information Systems (GIS) for Engineers,,,,,,,
Civil and Environmental Engineering,572,Environmental Engineering Analysis,,,,,,,
Civil and Environmental Engineering,573,Environmental Engineering Microbiology,,,,,,,
Civil and Environmental Engineering,575,Advanced Solid and Hazardous Waste Management,,,,,,,
Civil and Environmental Engineering,577,Surface Water Quality Modeling,,,,,,,
Civil and Environmental Engineering,579,Air Quality,,,,,,,
Civil and Environmental Engineering,590C,Prestressed Concrete,,,,,,,
Civil and Environmental Engineering,590I,Signalized Intersections and Systems,,,,,,,
Civil and Environmental Engineering,597A,Special Topics- Applications of Unmanned Aerial Systems in Engineering,,,,,,,
Civil and Environmental Engineering,597B,Special Topics- Potable Water for Small and Disadvantaged Communities,,,,,,,
Civil and Environmental Engineering,597D,Special Topics- Drinking Water and Sanitation in Developing Communities,,,,,,,
Civil and Environmental Engineering,597GW,ST-Groundwater,,,,,,,
Civil and Environmental Engineering,597M,ST-Public Works Engineering and Management,,,,,,,
Civil and Environmental Engineering,597N,ST-Environmental Nanoscience and Nanotechnology,,,,,,,
Civil and Environmental Engineering,597W,Special Topics- Water Resources Engineering and Sustainability,,,,,,,
Civil and Environmental Engineering,605,Finite Element Analysis,,,,,,,
Civil and Environmental Engineering,610,Transportation Analysis and Planning,,,,,,,
Civil and Environmental Engineering,611,Transportation Investment and Pricing Analysis,,,,,,,
Civil and Environmental Engineering,614,Advanced Concepts in Traffic Safety,,,,,,,
Civil and Environmental Engineering,615,Probabilistic Methods in Structural Mechanics,,,,,,,
Civil and Environmental Engineering,620,Soil Behavior,,,,,,,
Civil and Environmental Engineering,622,Geotechnical Materials Testing,,,,,,,
Civil and Environmental Engineering,623,Advanced Foundation and Earth Retention Systems,,,,,,,
Civil and Environmental Engineering,625,In Situ Testing in Techniques in Geotechnical Engineering,,,,,,,
Civil and Environmental Engineering,627,Rock Mechanics,,,,,,,
Civil and Environmental Engineering,629,Clay Minerals and Micro/Nano Characterization,,,,,,,
Civil and Environmental Engineering,630,Advanced Solid Mechanics,,,,,,,
Civil and Environmental Engineering,631,Civil Engineering Analysis I,,,,,,,
Civil and Environmental Engineering,632,Civil Engineering Analysis II,,,,,,,
Civil and Environmental Engineering,639,Structural Mechanics of Composite Materials,,,,,,,
Civil and Environmental Engineering,643,Elasticity,,,,,,,
Civil and Environmental Engineering,644,Theory of Plates,,,,,,,
Civil and Environmental Engineering,645,Advanced Topics in Vibrations,,,,,,,
Civil and Environmental Engineering,646,Seismic Structural Analysis,,,,,,,
Civil and Environmental Engineering,647,Structural Dynamics II,,,,,,,
Civil and Environmental Engineering,648,Structural Shells,,,,,,,
Civil and Environmental Engineering,660,Subsurface Hydraulics,,,,,,,
Civil and Environmental Engineering,661,Subsurface Pollution,,,,,,,
Civil and Environmental Engineering,662,Water Resource Systems Analysis,,,,,,,
Civil and Environmental Engineering,668,Professional Engineering Practice Concepts,,,,,,,
Civil and Environmental Engineering,670,Transport Processes in Environmental and Water Resources,,,,,,,
Civil and Environmental Engineering,671,Environmental Biological Processes,,,,,,,
Civil and Environmental Engineering,672,Physical and Chemical Treatment Processes,,,,,,,
Civil and Environmental Engineering,675,Pollutant Dispersion,,,,,,,
Civil and Environmental Engineering,679,Engineering Report,,,,,,,
Civil and Environmental Engineering,680,Water Chemistry,,,,,,,
Civil and Environmental Engineering,684,Environmental Reaction Kinetics,,,,,,,
Civil and Environmental Engineering,689,Master's Project,,,,,,,
Civil and Environmental Engineering,690R,Environmental Remote Sensing,,,,,,,
Civil and Environmental Engineering,691S,EWRE Seminar for Statistical Computing with R,,,,,,,
Civil and Environmental Engineering,697E,ST-Traffic Flow Theory and Simulation I,,,,,,,
Civil and Environmental Engineering,697F,ST-Traffic Flow Theory and Simulation II,,,,,,,
Civil and Environmental Engineering,697I,ST-Signalized Intersections & Systems,,,,,,,
Civil and Environmental Engineering,697J,Special Topics- Small Community Water and Wastewater Systems,,,,,,,
Civil and Environmental Engineering,697L,ST-Freight and Logistics Systems,,,,,,,
Civil and Environmental Engineering,697N,ST-Environmental Nanoscience and Nanotechnology,,,,,,,
Civil and Environmental Engineering,697Z,Special Topics- Organic Compounds in Water and Wastewater,,,,,,,
Civil and Environmental Engineering,699,Masters Thesis,,,,,,,
Civil and Environmental Engineering,722,Numerical Methods in Geomechanics,,,,,,,
Civil and Environmental Engineering,724,Soil Dynamics,,,,,,,
Civil and Environmental Engineering,728,Geotechnical Instrumentation,,,,,,,
Civil and Environmental Engineering,770,Environmental and Water Resources Engineering Design-A,,,,,,,
Civil and Environmental Engineering,771,Environmental and Water Resources Engineering Design-B,,,,,,,
Civil and Environmental Engineering,772,Instrumental Methods in Environmental Analysis,,,,,,,
Civil and Environmental Engineering,774,Processes at the Particle-Water Interface,,,,,,,
Civil and Environmental Engineering,776,Bioremediation of Contaminated Soils and Ground Water,,,,,,,
,,,,,,,,,
,,,,,,,,,
Chemistry,101,Gen Chem Non-Sci,PS,,,,,,
Chemistry,102,Gen Chem Non-Sci,PS,,,,,,
Chemistry,110,General Chemistry,,,,,,,
Chemistry,111,Gen Chem-Sci,PS,Computer Science,,,,,
Chemistry,112,Gen Chem-Sci,PS,Computer Science,,,,,
Chemistry,121,Gen Chem-Sci,,Computer Science,,,,,
Chemistry,122,General Chemistry,PS,Computer Science,,,,,
Chemistry,196,Independent Study,,,,,,,
Chemistry,197C,Special Topics- General Chemistry for Scientists,,,,,,,
Chemistry,197D,Special Topics- General Chemistry for Scientists,,,,,,,
Chemistry,197SC02,Arsenic Project,,,,,,,
Chemistry,197SC03,Renewable Energy: What Is It & How Do We Evaluate It?,,,,,,,
Chemistry,250,Organic Chemistry,,,,,,,
Chemistry,261,Organic Chemistry,,,,,,,
Chemistry,262,Organic Chemistry,,,,,,,
Chemistry,263,Organic Lab I,,,,,,,
Chemistry,264,Organic Lab II,,,,,,,
Chemistry,265,Organic Chem-Maj,,,,,,,
Chemistry,266,Organic Chem-Maj,,,,,,,
Chemistry,267,Org Lab-Maj,,,,,,,
Chemistry,268,Organic Lab-Major,,,,,,,
Chemistry,269,Organic Chem Lab,,,,,,,
Chemistry,291A,Seminar-Sophomore,,,,,,,
Chemistry,296,Independent Study,,,,,,,
Chemistry,312,Analytical Chem,,,,,,,
Chemistry,315,Quant Analysis,,,,,,,
Chemistry,330,Writing in Chemistry,,,,,,,
Chemistry,341,Inorganic Chemistry,,,,,,,
Chemistry,342,Inorganic Chemistry Lab,,,,,,,
Chemistry,388,Independent Research Project,,,,,,,
Chemistry,396,Independent Study,,,,,,,
Chemistry,423,Biochemistry for Chemists,,,,,,,
Chemistry,471,Elementary Physical Chemistry,,,,,,,
Chemistry,475,Physical Chemistry,,,,,,,
Chemistry,476,Physical Chem,,,,,,,
Chemistry,477,Phys Chem Lab,,,,,,,
Chemistry,478,Phys Chem Lab,,,,,,,
Chemistry,489,Chem Of Macromolecul,,,,,,,
Chemistry,496,Independent Study,,,,,,,
Chemistry,499T,Honors Thesis,,,,,,,
Chemistry,499Y,Honors Research,,,,,,,
Chemistry,513,Instrumental Analysis,,,,,,,
Chemistry,515,Thry Analy Processes,,,,,,,
Chemistry,516,Chem Microscopy,,,,,,,
Chemistry,519,Electronics Instrum,,,,,,,
Chemistry,546,Adv Inorganc Chem,,,,,,,
Chemistry,551,Advanced Organic Chemistry,,,,,,,
Chemistry,552,Spectroscopic Identification of Organic Compounds,,,,,,,
Chemistry,553,Spec Id Org Cmpd/Lab,,,,,,,
Chemistry,584,Adv Phys Chem,,,,,,,
Chemistry,585,Adv Phys Chem,,,,,,,
Chemistry,590B,Chemistry by Example,,,,,,,
Chemistry,590C,Chemistry for Teachers,,,,,,,
Chemistry,590CB,Chemical Biology,,,,,,,
Chemistry,591C,Sem-Preparing Future Faculty,,,,,,,
Chemistry,627,Biomolecular Structure,,,,,,,
Chemistry,648,Coordination Chem,,,,,,,
Chemistry,649,Phys Methods Inorg Chem,,,,,,,
Chemistry,650,Metals In Biology,,,,,,,
Chemistry,657,Drug Design,,,,,,,
Chemistry,660,Orgnc Reactn Mechnsm,,,,,,,
Chemistry,690W,Scientific Writing for Chemistry Prospectus,,,,,,,
Chemistry,697,Special Topics in Organic Chemistry,,,,,,,
Chemistry,710,Electroanalytcl Chem,,,,,,,
Chemistry,715,Spectroanalytcl Chem,,,,,,,
Chemistry,721,Adv Analytical Chem,,,,,,,
Chemistry,726,Applied Analytical Chemistry,,,,,,,
Chemistry,728,Physicl Biochemistry,,,,,,,
Chemistry,743,CrystlerSol St Chem,,,,,,,
Chemistry,756,Organic Synthesis,,,,,,,
Chemistry,761,Organometallic Chem,,,,,,,
Chemistry,775,Statistical Thermodynamics,,,,,,,
Chemistry,777,Chem Spectroscopy,,,,,,,
Chemistry,778,Spectroscopy Theory,,,,,,,
Chemistry,781,Quantum Chemistry I,,,,,,,
Chemistry,782,Quantum Chemistry II,,,,,,,
Chemistry,788,Phys Chem High Polymers I,,,,,,,
Chemistry,789,Phys Chem High Polymers II,,,,,,,
Chemistry,791B,Sem-Main Group Chem,,,,,,,
Chemistry,797T,Special Topics- Frontiers in Biotechnology,,,,,,,
Chemistry,892,Research Group Seminar,,,,,,,
Chemistry,896,Independent Study,,,,,,,
,,,,,,,,,
,,,,,,,,,
Chemical Engineering,120,Fundamentals,,,,,,,
Chemical Engineering,220,Chemical Engineering Principles in Biological Systems,,,,,,,
Chemical Engineering,226,Thermodynamics I,,,,,,,
Chemical Engineering,231,Math Modeling,,,,,,,
Chemical Engineering,290A,Introduction to Energy Engineering,,,,,,,
Chemical Engineering,291H,Sophomore Honors Colloquium,,,,,,,
Chemical Engineering,320,Kinetics & Reactor Design,,,,,,,
Chemical Engineering,325,Thermodynamics II,,,,,,,
Chemical Engineering,330,Fluid Mechanics,,,,,,,
Chemical Engineering,333,Heat and Mass Transfer,,,,,,,
Chemical Engineering,334,Mass Transfer,,,,,,,
Chemical Engineering,338,Separations,,,,,,,
Chemical Engineering,390C,Design and Testing of the Chemical Engineering Car,,,,,,,
Chemical Engineering,391A,S-Professional Sem: Juniors,,,,,,,
Chemical Engineering,401,Chem Eng Lab I,,,,,,,
Chemical Engineering,402,Chem Eng Lab II,,,,,,,
Chemical Engineering,444,Chem Process Design I,,,,,,,
Chemical Engineering,445,Chem Process Des II,,,,,,,
Chemical Engineering,446,Process Control,,,,,,,
Chemical Engineering,475,Physical Chemistry,,,,,,,
Chemical Engineering,555,Cncpt Energy Convrsn,,,,,,,
Chemical Engineering,556,Chemical Principles of Engineering,,,,,,,
Chemical Engineering,571,Physical and Chemical Processing of Materials,,,,,,,
Chemical Engineering,572,Physical and Chemical Processing of Materials Laboratory,,,,,,,
Chemical Engineering,573,Materials Science and Engineering Project,,,,,,,
Chemical Engineering,575,Tissue Engineering,,,,,,,
Chemical Engineering,576,Biotechnology Process Engineering Laboratory,,,,,,,
Chemical Engineering,578,Nanomaterials Chemistry and Engineering,,,,,,,
Chemical Engineering,579,Advanced Materials Engineering,,,,,,,
Chemical Engineering,589,Nanostructured Biomaterials,,,,,,,
Chemical Engineering,590C,Mechanical Behavior of Materials,,,,,,,
Chemical Engineering,590E,Microfluidics and Microscale Analysis in Materials and Biology,,,,,,,
Chemical Engineering,590F,Mechanical Behavior of Materials Laboratory,,,,,,,
Chemical Engineering,592B,Introduction to Biochemical Engineering,,,,,,,
Chemical Engineering,621,Thermodynamics I,,,,,,,
Chemical Engineering,622,Thermodynamics II,,,,,,,
Chemical Engineering,623,Themodynamics III,,,,,,,
Chemical Engineering,625,Chmcl Reactor Design,,,,,,,
Chemical Engineering,626,Adv Kntcs & Rctr Dsg,,,,,,,
Chemical Engineering,631,Fluid Mechanics,,,,,,,
Chemical Engineering,632,Heat Transfer,,,,,,,
Chemical Engineering,633,Transport Process,,,,,,,
Chemical Engineering,641,Adv Process Design I,,,,,,,
Chemical Engineering,661,Advanced Chemical Engineering Analysis I,,,,,,,
Chemical Engineering,662,Advanced Chemical Engineering Analysis II,,,,,,,
Chemical Engineering,663,Advanced Chemical Engineering Analysis III,,,,,,,
Chemical Engineering,680,Fundamentals of Cellular Engin,,,,,,,
Chemical Engineering,699,Masters Thesis,,,,,,,
Chemical Engineering,721,Sol State ChmMat Sc,,,,,,,
Chemical Engineering,731,Adv Mass Transfer,,,,,,,
Chemical Engineering,747,Adv Process Control,,,,,,,
Chemical Engineering,748,Process Dynamics,,,,,,,
Chemical Engineering,749,Adv Process Design,,,,,,,
Chemical Engineering,755,Combustion Phenomena,,,,,,,
Chemical Engineering,757,Polymer Rheology,,,,,,,
Chemical Engineering,758,Polymer Processing,,,,,,,
Chemical Engineering,797G,ST-Stem Cells & Cancer,,,,,,,
Chemical Engineering,863,Adv Tpc-Kinetics,,,,,,,
Chemical Engineering,865,Adv Tpc-Chm Eng Anal,,,,,,,
Chemical Engineering,891BE,Seminar-Translational Biomaterials & Tissue Engineering - Spring,,,,,,,
Chemical Engineering,899,Ph D Dissertation,,,,,,,
,,,,,,,,,
,,,,,,,,,
Chinese,110,Non-Int Elem Chins I,,,,,,,
Chinese,120,Non-Int Elem Chin II,,,,,,,
Chinese,126,Intens Elem Chin I,,,,,,,
Chinese,138,Religion Chin Cultr,,,,,,,
Chinese,140,Chinese Script I,,,,,,,
Chinese,141,Chinese Script II,,,,,,,
Chinese,150,Peoples & Languages of China,,,,,,,
Chinese,153,Chinese Literature: Poetry,,,,,,,
Chinese,154,Lt-Tale Sh StryNovl,,,,,,,
Chinese,155,Chinse MythsLegends,,,,,,,
Chinese,190A,Modern China Thru Literature & Film,,,,,,,
Chinese,241,Contemporary Chinese Literature,AL G,,,,,,
Chinese,242,Chinese Vernacular Literature: Masterpieces of Chinese Fiction in Translation,,,,,,,
Chinese,246,Intens Elem Chin II,,,,,,,
Chinese,247,Int El Chn II:RdgWr,,,,,,,
Chinese,285,Lang Suite Convrsatn,,,,,,,
Chinese,326,Inten Interm Chin I,,,,,,,
Chinese,327,Inten Interm Chin II,,,,,,,
Chinese,375,Intro Chin Ling,,,,,,,
Chinese,381,Junior Year Writing,,,,,,,
Chinese,394WI,Women in Chinese Cultures,,,,,,,
Chinese,397S,Special Topics- Diplomacy and Culture in China and East Asia,,,,,,,
Chinese,426,Adv Mod Chinese I,,,,,,,
Chinese,427,Adv Mod Chinese II,,,,,,,
Chinese,432,Media Chinese,,,,,,,
Chinese,433,Business Chinese,,,,,,,
Chinese,450,Elem Classical Chin,,,,,,,
Chinese,451,Intermediate Classical Chinese,,,,,,,
Chinese,527,Rdgs Mod Chin Lit II,,,,,,,
Chinese,528,Chinse Lang In Cntxt,,,,,,,
Chinese,536,Rdg Premdn Vrn Lit I,,,,,,,
Chinese,537,Contempry Chinese Writers,,,,,,,
Chinese,552,Read Chin Hist Texts,,,,,,,
Chinese,555,Classicl Chin Poetry,,,,,,,
Chinese,556,Classicl Chin Prose,,,,,,,
Chinese,575,Syntac Struct Chin,,,,,,,
Chinese,576,History Chinese Lang,,,,,,,
Chinese,577,Chinese Dialectology,,,,,,,
Chinese,580,Tch Chn Forgn Lng I,,,,,,,
Chinese,581,Tch Chn Forgn Lng II,,,,,,,
Chinese,597D,Special Topics- Confucianism,,,,,,,
Chinese,597M,ST: The Ming-Qing Novel,,,,,,,
Chinese,626,Expository Writing,,,,,,,
Chinese,660,PrbMeth In Trnslatn,,,,,,,
Chinese,670,Intro Rsrch Chinese Source Mat,,,,,,,
,,,,,,,,,
,,,,,,,,,
College of Information and Computer Science,191CICS1,FYS - CICS First Year Seminar,,,,,,,
College of Information and Computer Science,191CICS2,Computing and Informatics Exploratory RAP First Year Seminar,,,,,,,
College of Information and Computer Science,191CMPS2,FYS - CS Major RAP First Year Seminar,,,,,,,
College of Information and Computer Science,266,Internet Law and Policy,,,,,,,
College of Information and Computer Science,267,Information Risk Management,,,,,,,
College of Information and Computer Science,269,Trust Assurance and Cybersecurity Capstone,,,,,,,
College of Information and Computer Science,290M,Make: A Hands-on Introduction to Physical Computing,,,,,,,
College of Information and Computer Science,290S,Introduction to Computer Security,,,,,,,
College of Information and Computer Science,298E,Practicum- Educational Outreach,,,,,,,
College of Information and Computer Science,298L,Practicum- Educational Outreach: Leadership Principles and Practice,,,,,,,
College of Information and Computer Science,597C,Special Topics - Introduction to Computer Security,,,,,,,
College of Information and Computer Science,597M,Special Topics - Information Risk Management,,,,,,,
,,,,,,,,,
,,,,,,,,,
Classics,1AT1,Generic Course with AT,,,,,,,
Classics,100,Greek Civilization,,,,,,,
Classics,102,Roman Civilization,HS,,,,,,
Classics,103,Introduction to Classical Archaeology,AT,,,,,,
Classics,200,Golden Age Of Greece,,,,,,,
Classics,202,The Age of Augustus,,,,,,,
Classics,224,Greek Mythology,AL,,,,,,
Classics,250,Classical Origins of Western Medicine and Medical Terminology,,,,,,,
Classics,261,Greek Voices,,,,,,,
Classics,262,Roman Voices,,,,,,,
Classics,263,Classical Echoes,AL,,,,,,
Classics,291A,Seminar-Medical Terminology,,,,,,,
Classics,300,Greek Archaeology,,,,,,,
Classics,301,Roman Archaeology,AT,,,,,,
Classics,310,Greek and Roman Painting,,,,,,,
Classics,328,Relign Of Greek Wrld,,,,,,,
Classics,329,Relign Of Roman Wrld,HS,,,,,,
Classics,330,Witchcraft and Magic,,,,,,,
Classics,335,Women In Antiquity,,,,,,,
Classics,338,World of the Etruscans,,,,,,,
Classics,339,Celtic Archaeology,,,,,,,
Classics,355,Slaves and Freed Slaves in the Classical World,,,,,,,
Classics,365,World Of Greek Drama,AL,,,,,,
Classics,370,Greek and Roman Comedy,,,,,,,
Classics,380,The Ancient City,,,,,,,
Classics,381,Jr. Year Writing - The Field of Classics,,,,,,,
Classics,480,Pompeii,,,,,,,
Classics,494JI,Jews in Greco-Roman Antiquity,,,,,,,
Classics,494RI,Reflection on Research,,,,,,,
Classics,595C,Seminar- Comparative Greek and Latin,,,,,,,
Classics,608,Teaching Classical Humanities,,,,,,,
,,,,,,,,,
Communication,101,Communication: First-Year Introduction,,,,,,,
Communication,118,Introduction to Interpersonal Communication and Culture,,,,,,,
Communication,121,Introduction to Media and Culture,,,,,,,
Communication,122,Introduction to Media Programming and Institutions,,,,,,,
Communication,125,Introduction to Rhetoric and Performance Studies,,,,,,,
Communication,140,Introduction to Film Studies,,,,,,,
Communication,197T,Special Topics- Advanced Transfer Student Workshop,,,,,,,
Communication,209,LGBT Politics and the Media,,,,,,,
Communication,209H,LGBT Politics and the Media,,,,,,,
Communication,211,Communication for Sustainable Social Change,,,,,,,
Communication,212,Cultural Codes in Communication,SB U,,,,,,
Communication,226,Social Impact of Mass Media,,,,,,,
Communication,228,Visual Communication,,,,,,,
Communication,231,Film and Television Production Concepts,,,,,,,
Communication,250,Interpersonal Communication,SB,,,,,,
Communication,260,Public Speaking,,,,,,,
Communication,263,Introduction to Argumentation/Debate,,,,,,,
Communication,265,Democracy and Rhetoric,,,,,,,
Communication,271,Humor in Society,SB U,,,,,,
Communication,271HH,Humor in Society with Honors Colloquium,,,,,,,
Communication,287,Advertising as Social Communication,,,,,,,
Communication,288,"Gender, Sex & Representation",,,,,,,
Communication,289,"Media, Public Relations & Propaganda",,,,,,,
Communication,296F,Independent Study- Film Festival,,,,,,,
Communication,297A,ST- Intro Global Comm,,,,,,,
Communication,297CF,Special Topics- Contemporary Folklore Studies,,,,,,,
Communication,297E,ST- Popular Culture and Cultural Studies,,,,,,,
Communication,297FA,Special Topics- Spirit and Stories: The Folklore of Alcohol,,,,,,,
Communication,297FF,Special Topics- Fashion and Film,,,,,,,
Communication,297J,Special Topics-Perspectives on Inequality,,,,,,,
Communication,297N,ST- Media and The Law,,,,,,,
Communication,297Q,ST- Global Media and Social Change,,,,,,,
Communication,297RR,"Special Topics- Race, Inequality and Representation",,,,,,,
Communication,310,Social Influence and Persuasion,,,,,,,
Communication,310ISH,Social Influence and Persuasion with Honors Independent Study,,,,,,,
Communication,318,Comparative Communication Theory,,,,,,,
Communication,319,Health Communication,,,,,,,
Communication,320,"Culture, Communication and Social Identities",,,,,,,
Communication,325H,"Race, Media, and Politics- Honors",HS U,,,,,,
Communication,331,Program Process in TV,,,,,,,
Communication,332,Convergent Media and Activism,,,,,,,
Communication,334,Media History and Communication Policy,,,,,,,
Communication,335,Media and Education,,,,,,,
Communication,336,Consumer Culture,,,,,,,
Communication,337,Media Audiences,,,,,,,
Communication,338,"Children, Teens and Media",,,,,,,
Communication,339,Media and Public Policy,,,,,,,
Communication,340,History Of Film I,,,,,,,
Communication,342,History of Film II,,,,,,,
Communication,345,Contemporary World Cinema,,,,,,,
Communication,352,Group Dynamics,,,,,,,
Communication,355,Behavioral Research In Communication,,,,,,,
Communication,366,Approaches to Rhetorical Criticism,,,,,,,
Communication,375,Writing As Communication,,,,,,,
Communication,385,Pop Culture and Cultural Studies,,,,,,,
Communication,390A,"Race, Media, and Politics",,,,,,,
Communication,391B,Seminar-International Communication and Development,,,,,,,
Communication,393B,S-Intermediate Video Art Production,,,,,,,
Communication,393C,S-Issues in World Cinema,,,,,,,
Communication,394AI,Applied Communication: Professional Experience,,,,,,,
Communication,394CI,Communication Inquiry,,,,,,,
Communication,394EI,Performance and the Politics of Race,,,,,,,
Communication,394RI,"Race, Gender and the Sitcom",,,,,,,
Communication,397AC,"ST-International Political Documentary: History, Form & Practice",,,,,,,
Communication,397AV,ST-Intercultural Communication,,,,,,,
Communication,397B,ST-Intro Studio Directing,,,,,,,
Communication,397C,ST- Global Communication I,,,,,,,
Communication,397CC,ST-Introduction to Video Art Production,,,,,,,
Communication,397CE,Special Topics- Using Interpreters for Intercultural Communication and Other Purposes,,,,,,,
Communication,397E,ST-Comparative Telecommunication and New Media Systems,,,,,,,
Communication,397F,ST-Media Ethics,,,,,,,
Communication,397G,ST-Comm & Culture,,,,,,,
Communication,397N,ST- Interracial Communication,,,,,,,
Communication,397P,ST-TV and the Public,,,,,,,
Communication,397R,ST-Cases in Media Law,,,,,,,
Communication,397S,ST- Asian Pacific Cinema,,,,,,,
Communication,397SE,Special Topics- Social Media in Everyday Life,,,,,,,
Communication,397TV,"ST-TV Studio Operations, Production DesignProduction",,,,,,,
Communication,397WW,"ST-Sports, Culture & Advertising",,,,,,,
